Gemeentecode,Solvabiliteit,Netto schuldquote (correctie),Belastingcapaciteit,Grondexploitatie,Structurele exploitatieruimte,Verslagsoort,Jaar,CombinedKey,Netto schuldquote
Smallingerland,0.19,1.0,0.99,0.0,-0.02,2025X000,2025-01-01,Smallingerland-2025X000,"1,01"
Someren,0.42,0.72,0.9,0.0,-0.01,2025X000,2025-01-01,Someren-2025X000,"0,53"
Son en Breugel,0.32,1.06,0.93,0.0,0.01,2024X000,2024-01-01,Son en Breugel-2024X000,"1,1"
Stadskanaal,0.27,0.36,0.89,0.0,-0.018000000000000002,2022X000,2022-01-01,Stadskanaal-2022X000,"0,4"
Stadskanaal,0.38,0.35,0.82,0.0,0.025,2023X000,2023-01-01,Stadskanaal-2023X000,"0,41"
Staphorst,0.88,0.18,0.95,0.0,0.18,2020X000,2020-01-01,Staphorst-2020X000,"0,19"
Staphorst,0.86,-0.2,0.95,0.0,0.09,2021X000,2021-01-01,Staphorst-2021X000,"-0,21"
Staphorst,0.83,-0.15,0.98,0.0,0.13,2022X000,2022-01-01,Staphorst-2022X000,"-0,1"
Stede Broec,0.17,0.57,1.09,0.0,0.14,2020X000,2020-01-01,Stede Broec-2020X000,"1,11"
Stede Broec,0.17,0.57,1.09,0.0,0.14,2021X000,2021-01-01,Stede Broec-2021X000,"1,11"
Stede Broec,0.17,0.5,1.23,0.0,0.01,2022X000,2022-01-01,Stede Broec-2022X000,"0,81"
Stede Broec,0.17,0.46,1.08,0.0,0.0,2023X000,2023-01-01,Stede Broec-2023X000,"0,7"
Stede Broec,0.22,0.33,1.19,0.0,0.08,2024X000,2024-01-01,Stede Broec-2024X000,"0,54"
Stede Broec,0.28,0.29,1.08,0.0,0.02,2025X000,2025-01-01,Stede Broec-2025X000,"0,46"
Stein,0.21,1.21,1.03,0.0,0.019,2020X000,2020-01-01,Stein-2020X000,"1,29"
Terschelling,0.3,0.61,0.96,0.0,0.12,2020X000,2020-01-01,Terschelling-2020X000,"0,57"
Texel,0.23,0.61,0.96,0.0,0.04,2020X000,2020-01-01,Texel-2020X000,"0,69"
Texel,0.24,0.61,0.96,0.0,0.04,2021X000,2021-01-01,Texel-2021X000,"0,69"
Tiel,0.18,0.8,1.08,0.0,-0.004,2021X000,2021-01-01,Tiel-2021X000,"0,83"
Tiel,0.2,0.76,1.13,0.0,0.006,2022X000,2022-01-01,Tiel-2022X000,"0,78"
Tiel,0.26,0.66,1.08,0.0,-0.003,2023X000,2023-01-01,Tiel-2023X000,"0,66"
Tiel,0.26,0.71,1.08,0.0,0.012,2024X000,2024-01-01,Tiel-2024X000,"0,72"
Tiel,0.21,0.81,1.08,0.0,0.001,2025X000,2025-01-01,Tiel-2025X000,"0,83"
Tynaarlo,0.37,0.83,0.78,0.0,0.025,2024X000,2024-01-01,Tynaarlo-2024X000,"0,87"
Uitgeest,0.16399999999999998,0.862,1.13,0.0,0.003,2020X000,2020-01-01,Uitgeest-2020X000,"0,885"
Uithoorn,0.48,0.65,1.09,0.0,0.0,2023X000,2023-01-01,Uithoorn-2023X000,"0,65"
Uithoorn,0.46,0.52,1.06,0.0,0.026000000000000002,2024X000,2024-01-01,Uithoorn-2024X000,"0,54"
Valkenburg aan de Geul,0.425,0.282,1.0490000000000002,0.0,-0.006999999999999999,2019X000,2019-01-01,Valkenburg aan de Geul-2019X000,"0,283"
Valkenburg aan de Geul,0.578,0.27,1.043,0.0,0.003,2020X000,2020-01-01,Valkenburg aan de Geul-2020X000,"0,27"
Valkenburg aan de Geul,0.649,0.19699999999999998,1.022,0.0,0.009000000000000001,2021X000,2021-01-01,Valkenburg aan de Geul-2021X000,"0,197"
Valkenburg aan de Geul,0.649,0.19699999999999998,1.022,0.0,0.009000000000000001,2022X000,2022-01-01,Valkenburg aan de Geul-2022X000,"0,197"
Valkenburg aan de Geul,0.5820000000000001,0.14300000000000002,0.985,0.0,0.016,2023X000,2023-01-01,Valkenburg aan de Geul-2023X000,"0,161"
Valkenburg aan de Geul,0.622,-0.008,0.977,0.0,0.02,2024X000,2024-01-01,Valkenburg aan de Geul-2024X000,"0,009"
Valkenburg aan de Geul,0.762,-0.212,1.023,0.0,0.021,2025X000,2025-01-01,Valkenburg aan de Geul-2025X000,"-0,18"
Velsen,0.14,0.74,1.09,0.0,-0.03,2022X000,2022-01-01,Velsen-2022X000,"0,75"
Velsen,0.166,0.7979999999999999,0.94,0.0,0.02,2023X000,2023-01-01,Velsen-2023X000,"0,791"
Velsen,0.22,0.8109999999999999,0.94,0.0,0.006999999999999999,2024X000,2024-01-01,Velsen-2024X000,"0,817"
Velsen,0.18100000000000002,0.593,0.95,0.0,0.023,2025X000,2025-01-01,Velsen-2025X000,"0,653"
Venray,0.36,0.54,0.9,0.0,0.03,2023X000,2023-01-01,Venray-2023X000,"0,64"
Venray,0.34,0.57,0.88,0.0,0.0,2024X000,2024-01-01,Venray-2024X000,"0,65"
Venray,0.3,0.72,0.89,0.0,0.01,2025X000,2025-01-01,Venray-2025X000,"0,8"
Vlieland,0.33,0.67,0.9,0.0,-0.03,2019X000,2019-01-01,Vlieland-2019X000,"0,81"
Vlieland,0.42,0.29,0.9,0.0,0.0,2020X000,2020-01-01,Vlieland-2020X000,"0,41"
Vlieland,0.16,2.13,0.89,0.0,0.0,2021X000,2021-01-01,Vlieland-2021X000,"2,92"
Vlieland,0.1,2.02,0.86,0.0,0.006,2022X000,2022-01-01,Vlieland-2022X000,"2,73"
Vlieland,0.08,2.11,0.9,0.0,0.017,2023X000,2023-01-01,Vlieland-2023X000,"2,75"
Vlieland,0.12,1.91,0.92,0.0,0.013999999999999999,2024X000,2024-01-01,Vlieland-2024X000,"2,48"
Vlieland,0.17,1.56,0.94,0.0,0.055,2025X000,2025-01-01,Vlieland-2025X000,"2,05"
Voerendaal,0.37799999999999995,0.94,1.238,0.0,0.003,2019X000,2019-01-01,Voerendaal-2019X000,"0,959"
Voerendaal,0.37799999999999995,0.94,1.238,0.0,0.003,2020X000,2020-01-01,Voerendaal-2020X000,"0,986"
Voerendaal,0.366,0.9390000000000001,1.202,0.0,0.004,2021X000,2021-01-01,Voerendaal-2021X000,"0,99"
Voerendaal,0.384,0.855,1.082,0.0,0.033,2022X000,2022-01-01,Voerendaal-2022X000,"0,93"
Voerendaal,0.35,0.59,1.16,0.0,0.03,2023X000,2023-01-01,Voerendaal-2023X000,"0,64"
Voerendaal,0.39,0.63,1.19,0.0,0.08,2024X000,2024-01-01,Voerendaal-2024X000,"0,67"
Voerendaal,0.37,0.69,1.17,0.0,0.0,2025X000,2025-01-01,Voerendaal-2025X000,"0,73"
Vught,0.39,0.76,1.23,0.0,0.1,2022X000,2022-01-01,Vught-2022X000,"0,76"
Vught,0.35,0.75,1.07,0.0,-0.051,2024X000,2024-01-01,Vught-2024X000,"0,75"
Vught,0.43,0.54,1.06,0.0,0.07400000000000001,2025X000,2025-01-01,Vught-2025X000,"0,55"
Waddinxveen,0.45,0.68,1.02,0.0,0.015,2025X000,2025-01-01,Waddinxveen-2025X000,"0,69"
Wageningen,0.41,0.4,0.98,0.0,0.01,2025X000,2025-01-01,Wageningen-2025X000,"0,432"
Wassenaar,0.66,-0.26,1.72,0.0,0.008,2022X000,2022-01-01,Wassenaar-2022X000,"-0,23"
Wassenaar,0.613,-0.146,1.643,0.0,0.0,2024X000,2024-01-01,Wassenaar-2024X000,"-0,093"
Wassenaar,0.621,-0.067,1.8159999999999998,0.0,0.0,2025X000,2025-01-01,Wassenaar-2025X000,"-0,013"
Waterland,0.244,0.746,1.037,0.0,-0.064,2019X000,2019-01-01,Waterland-2019X000,"0,764"
Waterland,0.309,0.377,1.071,0.0,0.012,2022X000,2022-01-01,Waterland-2022X000,"0,389"
Waterland,0.225,0.667,1.011,0.0,0.022000000000000002,2024X000,2024-01-01,Waterland-2024X000,"0,691"
Waterland,0.384,0.29,1.051,0.0,0.019,2025X000,2025-01-01,Waterland-2025X000,"0,313"
West Maas en Waal,0.19,0.56,1.05,0.0,0.01,2023X000,2023-01-01,West Maas en Waal-2023X000,"0,56"
Westervoort,0.03,0.63,1.07,0.0,-0.006999999999999999,2021X000,2021-01-01,Westervoort-2021X000,"0,68"
Westervoort,0.001,0.6,1.07,0.0,0.021,2022X000,2022-01-01,Westervoort-2022X000,"0,65"
Westervoort,0.06,0.6,1.01,0.0,0.02,2023X000,2023-01-01,Westervoort-2023X000,"0,66"
Westervoort,0.14,0.51,1.14,0.0,0.036000000000000004,2024X000,2024-01-01,Westervoort-2024X000,"0,57"
Wijchen,0.5,0.0,0.93,0.0,0.04,2022X000,2022-01-01,Wijchen-2022X000,"0,13"
Wormerland,0.48,0.28,1.2,0.0,0.01,2019X000,2019-01-01,Wormerland-2019X000,"0,41"
Wormerland,0.42,0.43,1.2,0.0,0.1,2020X000,2020-01-01,Wormerland-2020X000,"0,31"
Wormerland,0.43,0.45,1.2,0.0,0.0,2021X000,2021-01-01,Wormerland-2021X000,"0,35"
Wormerland,0.43,0.35,1.11,0.0,0.01,2022X000,2022-01-01,Wormerland-2022X000,"0,26"
Wormerland,0.33,0.5,1.03,0.0,0.03,2023X000,2023-01-01,Wormerland-2023X000,"0,42"
Wormerland,0.35,0.47,1.21,0.0,0.03,2024X000,2024-01-01,Wormerland-2024X000,"0,4"
Wormerland,0.34,0.52,1.27,0.0,-0.03,2025X000,2025-01-01,Wormerland-2025X000,"0,45"
Zoeterwoude,0.387,0.728,1.179,0.0,-0.005,2021X000,2021-01-01,Zoeterwoude-2021X000,"0,74"
Zoeterwoude,0.45899999999999996,0.5539999999999999,1.21,0.0,0.018000000000000002,2024X000,2024-01-01,Zoeterwoude-2024X000,"0,605"
Zoeterwoude,0.40299999999999997,0.853,1.25,0.0,0.021,2025X000,2025-01-01,Zoeterwoude-2025X000,"0,902"
Zundert,0.28,0.3,1.18,0.0,-0.001,2023X000,2023-01-01,Zundert-2023X000,"0,29"
Zundert,0.33,0.46,1.24,0.0,0.005,2024X000,2024-01-01,Zundert-2024X000,"0,5"
Zundert,0.3,0.66,1.24,0.0,0.02,2025X000,2025-01-01,Zundert-2025X000,"0,72"
Alblasserdam,0.33,0.57,0.992,0.0,0.006999999999999999,2022X005,2022-01-01,Alblasserdam-2022X005,"0,6"
Ameland,0.31,0.59,1.01,0.0,0.03,2023X005,2023-01-01,Ameland-2023X005,"0,6"
Amersfoort,0.256,0.433,0.998,0.0,0.016,2020X005,2020-01-01,Amersfoort-2020X005,"0,516"
Amersfoort,0.309,0.35700000000000004,1.06,0.0,0.01,2021X005,2021-01-01,Amersfoort-2021X005,"0,417"
Amstelveen,0.63,-0.04,0.97,0.0,0.15,2022X005,2022-01-01,Amstelveen-2022X005,"-0,04"
Asten,0.47,-0.2,0.83,0.0,0.08,2022X005,2022-01-01,Asten-2022X005,"-0,2"
Baarle-Nassau,0.66,0.02,0.91,0.0,-0.01,2021X005,2021-01-01,Baarle-Nassau-2021X005,"0,03"
Baarle-Nassau,0.594,0.102,0.9,0.0,0.03,2022X005,2022-01-01,Baarle-Nassau-2022X005,"0,107"
Baarn,0.385,0.617,1.16,0.0,-0.047,2018X005,2018-01-01,Baarn-2018X005,"0,621"
Baarn,0.38,0.361,,0.0,0.02,2020X005,2020-01-01,Baarn-2020X005,"0,372"
Baarn,0.243,0.449,1.24,0.0,0.06,2021X005,2021-01-01,Baarn-2021X005,"0,452"
Baarn,0.254,0.275,1.36,0.0,0.043,2022X005,2022-01-01,Baarn-2022X005,"0,275"
Baarn,0.259,0.299,1.198,0.0,0.053,2023X005,2023-01-01,Baarn-2023X005,"0,299"
Beek,0.508,-0.138,1.031,0.0,-0.004,2020X005,2020-01-01,Beek-2020X005,"-0,279"
Beek,0.467,0.193,1.037,0.0,0.036000000000000004,2021X005,2021-01-01,Beek-2021X005,"0,331"
Beek,0.344,0.233,1.025,0.0,0.001,2022X005,2022-01-01,Beek-2022X005,"0,32"
Beek,0.415,0.094,0.951,0.0,0.025,2023X005,2023-01-01,Beek-2023X005,"0,227"
Berg en Dal,0.47,0.25,1.02,0.0,0.008,2021X005,2021-01-01,Berg en Dal-2021X005,"0,35"
Berg en Dal,0.52,0.21,0.93,0.0,0.068,2022X005,2022-01-01,Berg en Dal-2022X005,"0,21"
Berg en Dal,0.53,0.07,0.92,0.0,0.057,2023X005,2023-01-01,Berg en Dal-2023X005,"0,14"
Bergen (L.),0.21,0.94,0.96,0.0,0.12,2022X005,2022-01-01,Bergen (L.)-2022X005,"0,93"
Bergen (NH.),0.32,0.55,1.3,0.0,0.02,2020X005,2020-01-01,Bergen (NH.)-2020X005,"0,62"
Beverwijk,0.32,0.21,0.97,0.0,-0.01,2021X005,2021-01-01,Beverwijk-2021X005,"0,33"
Blaricum,0.84,0.966,1.4869999999999999,0.0,0.16699999999999998,2023X005,2023-01-01,Blaricum-2023X005,"0,942"
Bloemendaal,0.41,0.573,1.709,0.0,-0.024,2018X005,2018-01-01,Bloemendaal-2018X005,"0,58"
Bloemendaal,0.391,0.536,1.955,0.0,-0.018000000000000002,2019X005,2019-01-01,Bloemendaal-2019X005,"0,551"
Borger-Odoorn,0.45,0.17,1.26,0.0,0.09,2022X005,2022-01-01,Borger-Odoorn-2022X005,"0,22"
Borger-Odoorn,0.07,0.16,1.14,0.0,0.07,2023X005,2023-01-01,Borger-Odoorn-2023X005,"0,2"
Borsele,0.46,0.09,1.03,0.0,-0.03,2019X005,2019-01-01,Borsele-2019X005,"0,18"
De Ronde Venen,0.22,0.55,1.01,0.0,-0.04,2023X005,2023-01-01,De Ronde Venen-2023X005,"0,57"
Den Haag,0.361,0.259,0.826,0.0,0.039,2022X005,2022-01-01,Den Haag-2022X005,"0,304"
Den Haag,0.34299999999999997,0.249,0.941,0.0,0.019,2023X005,2023-01-01,Den Haag-2023X005,"0,287"
Drimmelen,0.65,0.13,1.01,0.0,-0.06,2019X005,2019-01-01,Drimmelen-2019X005,"0,15"
Eijsden-Margraten,0.18,1.1,1.15,0.0,0.0,2019X005,2019-01-01,Eijsden-Margraten-2019X005,"1,21"
Eijsden-Margraten,0.18,0.98,1.11,0.0,0.04,2023X005,2023-01-01,Eijsden-Margraten-2023X005,"1,09"
Elburg,0.61,0.12,0.9,0.0,-0.006,2018X005,2018-01-01,Elburg-2018X005,"0,2"
Haarlem,0.34,0.54,1.1,0.0,0.03,2023X005,2023-01-01,Haarlem-2023X005,"0,56"
Heemskerk,0.56,0.23,1.05,0.0,-0.01,2019X005,2019-01-01,Heemskerk-2019X005,"0,23"
Heemstede,0.32,0.521,1.188,0.0,0.012,2018X005,2018-01-01,Heemstede-2018X005,"0,528"
Heemstede,0.315,0.5,1.2,0.0,0.002,2019X005,2019-01-01,Heemstede-2019X005,"0,507"
Heemstede,0.568,-0.1,1.304,0.0,0.006,2020X005,2020-01-01,Heemstede-2020X005,"-0,097"
Heemstede,0.595,-0.1,1.307,0.0,0.02,2021X005,2021-01-01,Heemstede-2021X005,"-0,074"
Heemstede,0.627,-0.139,1.36,0.0,0.013000000000000001,2022X005,2022-01-01,Heemstede-2022X005,"-0,113"
Heemstede,0.601,-0.124,1.27,0.0,0.023,2023X005,2023-01-01,Heemstede-2023X005,"-0,099"
Hellendoorn,0.158,0.736,1.038,0.0,0.032,2021X005,2021-01-01,Hellendoorn-2021X005,"0,776"
Hellendoorn,0.27,0.442,0.951,0.0,0.026000000000000002,2023X005,2023-01-01,Hellendoorn-2023X005,"0,475"
Het Hogeland,0.2,0.46,1.03,0.0,0.01,2020X005,2020-01-01,Het Hogeland-2020X005,"0,53"
Heumen,0.28,0.16,1.06,0.0,0.081,2022X005,2022-01-01,Heumen-2022X005,"0,27"
Heumen,0.25,0.58,1.02,0.0,0.036000000000000004,2023X005,2023-01-01,Heumen-2023X005,"0,78"
Hof van Twente,0.595,0.16399999999999998,1.14,0.0,0.081,2022X005,2022-01-01,Hof van Twente-2022X005,"0,22"
Hollands Kroon,0.38799999999999996,0.45,0.93,0.0,0.03,2023X005,2023-01-01,Hollands Kroon-2023X005,"0,487"
Hoorn,0.22,0.43,0.94,0.0,-0.027999999999999997,2020X005,2020-01-01,Hoorn-2020X005,"0,62"
Horst aan de Maas,0.37,0.27,0.94,0.0,0.1,2023X005,2023-01-01,Horst aan de Maas-2023X005,"0,33"
Kampen,0.34,0.42,0.904,0.0,0.07,2022X005,2022-01-01,Kampen-2022X005,"0,37"
Krimpenerwaard,0.36,0.14,1.02,0.0,0.049,2022X005,2022-01-01,Krimpenerwaard-2022X005,"0,2"
Krimpenerwaard,0.39,0.09,0.98,0.0,0.03,2023X005,2023-01-01,Krimpenerwaard-2023X005,"0,16"
Laren,0.166,0.9259999999999999,1.528,0.0,-0.061,2019X005,2019-01-01,Laren-2019X005,"1,22"
Leiderdorp,0.45,0.154,1.208,0.0,0.07,2023X005,2023-01-01,Leiderdorp-2023X005,"0,208"
Lisse,0.221,1.2819999999999998,1.057,0.0,-0.11699999999999999,2018X005,2018-01-01,Lisse-2018X005,"1,452"
Lisse,0.2,1.255,1.042,0.0,-0.031,2019X005,2019-01-01,Lisse-2019X005,"1,424"
Lisse,0.188,1.042,1.136,0.0,0.006,2020X005,2020-01-01,Lisse-2020X005,"1,169"
Lisse,0.192,1.064,1.07,0.0,0.025,2021X005,2021-01-01,Lisse-2021X005,"1,215"
Lisse,0.212,0.9229999999999999,1.26,0.0,-0.002,2022X005,2022-01-01,Lisse-2022X005,"1,053"
Lisse,0.212,0.784,1.21,0.0,0.005,2023X005,2023-01-01,Lisse-2023X005,"0,917"
Lopik,0.745,-0.105,1.1179999999999999,0.0,0.033,2018X005,2018-01-01,Lopik-2018X005,"-0,108"
Lopik,0.6659999999999999,0.027999999999999997,1.185,0.0,-0.038,2019X005,2019-01-01,Lopik-2019X005,"0,02"
Lopik,0.45799999999999996,0.057999999999999996,1.27,0.0,0.107,2022X005,2022-01-01,Lopik-2022X005,"0,093"
Lopik,0.45299999999999996,0.12300000000000001,1.24,0.0,0.047,2023X005,2023-01-01,Lopik-2023X005,"0,09"
Maassluis,0.43,0.28,1.26,0.0,0.05,2023X005,2023-01-01,Maassluis-2023X005,"0,33"
Meerssen,0.306,-0.099,1.375,0.0,-0.022000000000000002,2018X005,2018-01-01,Meerssen-2018X005,"1,246"
Meerssen,0.33799999999999997,-0.051,1.3530000000000002,0.0,0.03,2019X005,2019-01-01,Meerssen-2019X005,"1,145"
Meerssen,0.319,0.013000000000000001,1.37,0.0,-0.013000000000000001,2020X005,2020-01-01,Meerssen-2020X005,"1,247"
Meerssen,0.308,0.047,1.39,0.0,0.054000000000000006,2021X005,2021-01-01,Meerssen-2021X005,"1,167"
Meerssen,0.312,-0.051,1.291,0.0,0.053,2022X005,2022-01-01,Meerssen-2022X005,"1,066"
Meerssen,0.34,-0.21,1.2790000000000001,0.0,0.06,2023X005,2023-01-01,Meerssen-2023X005,"0,877"
Midden-Delfland,0.35,1.33,1.06,0.0,0.07,2023X005,2023-01-01,Midden-Delfland-2023X005,"1,36"
Midden-Groningen,0.158,0.392,1.018,0.0,0.061,2023X005,2023-01-01,Midden-Groningen-2023X005,"0,431"
Montferland,0.33,0.51,1.09,0.0,0.008,2021X005,2021-01-01,Montferland-2021X005,"0,58"
Montferland,0.37,0.53,1.04,0.0,0.066,2022X005,2022-01-01,Montferland-2022X005,"0,62"
Montfoort,0.21100000000000002,0.733,1.242,0.0,0.059000000000000004,2023X005,2023-01-01,Montfoort-2023X005,"0,733"
Mook en Middelaar,0.46,-0.41,1.12,0.0,-0.06,2018X005,2018-01-01,Mook en Middelaar-2018X005,"-0,39"
Mook en Middelaar,0.42,-0.32,1.14,0.0,0.0,2019X005,2019-01-01,Mook en Middelaar-2019X005,"-0,32"
Mook en Middelaar,0.32,-0.16,1.04,0.0,-0.07,2020X005,2020-01-01,Mook en Middelaar-2020X005,"-0,13"
Mook en Middelaar,0.38,-0.18,1.14,0.0,0.04,2021X005,2021-01-01,Mook en Middelaar-2021X005,"-0,15"
Mook en Middelaar,0.434,-0.266,1.04,0.0,0.08,2022X005,2022-01-01,Mook en Middelaar-2022X005,"-0,228"
Mook en Middelaar,0.42,-0.21,1.04,0.0,0.01,2023X005,2023-01-01,Mook en Middelaar-2023X005,"-0,19"
Nederweert,0.52,-0.64,1.02,0.0,0.01,2020X005,2020-01-01,Nederweert-2020X005,"-0,63"
Nederweert,0.48,-0.73,1.03,0.0,0.01,2021X005,2021-01-01,Nederweert-2021X005,"-0,71"
Noardeast-Fryslân,0.29,0.28,1.07,0.0,0.13,2021X005,2021-01-01,Noardeast-Fryslân-2021X005,"0,3"
Noordenveld,0.231,0.47600000000000003,0.87,0.0,0.05,2022X005,2022-01-01,Noordenveld-2022X005,"0,498"
Oost Gelre,0.355,0.59,0.71,0.0,0.09300000000000001,2022X005,2022-01-01,Oost Gelre-2022X005,"0,726"
Oostzaan,0.14300000000000002,1.057,1.218,0.0,0.027000000000000003,2019X005,2019-01-01,Oostzaan-2019X005,"1,077"
Oostzaan,0.096,0.27,1.348,0.0,0.001,2020X005,2020-01-01,Oostzaan-2020X005,"0,251"
Oostzaan,0.08199999999999999,1.09,1.296,0.0,0.011000000000000001,2021X005,2021-01-01,Oostzaan-2021X005,"1,041"
Oostzaan,0.142,0.972,1.32,0.0,0.036000000000000004,2022X005,2022-01-01,Oostzaan-2022X005,"0,989"
Oostzaan,0.214,0.568,1.2229999999999999,0.0,0.165,2023X005,2023-01-01,Oostzaan-2023X005,"0,535"
Oss,0.511,0.055999999999999994,0.953,0.0,0.052000000000000005,2021X005,2021-01-01,Oss-2021X005,"0,124"
Oss,0.539,-0.018000000000000002,0.8959999999999999,0.0,0.08199999999999999,2022X005,2022-01-01,Oss-2022X005,"0,047"
Oss,0.59,0.008,0.883,0.0,0.07400000000000001,2023X005,2023-01-01,Oss-2023X005,"0,08"
Ouder-Amstel,0.39,-0.174,1.12,0.0,0.009000000000000001,2020X005,2020-01-01,Ouder-Amstel-2020X005,"-0,174"
Ouder-Amstel,0.307,-0.18100000000000002,1.1,0.0,-0.005,2021X005,2021-01-01,Ouder-Amstel-2021X005,"-0,181"
Ouder-Amstel,0.433,-0.172,1.03,0.0,0.033,2022X005,2022-01-01,Ouder-Amstel-2022X005,"-0,089"
Ouder-Amstel,0.37,-0.16,1.06,0.0,0.02,2023X005,2023-01-01,Ouder-Amstel-2023X005,"-0,1"
Renkum,0.23800000000000002,0.248,1.38,0.0,0.005,2021X005,2021-01-01,Renkum-2021X005,"0,299"
Roermond,0.289,0.48,0.948,0.0,-0.025,2018X005,2018-01-01,Roermond-2018X005,"0,51"
Rozendaal,0.79,-1.07,1.2,0.0,0.1,2022X005,2022-01-01,Rozendaal-2022X005,"-1,07"
Rozendaal,0.677,-0.55,1.3,0.0,-0.068,2023X005,2023-01-01,Rozendaal-2023X005,"-0,55"
Schiermonnikoog,0.22,0.76,1.14,0.0,0.013999999999999999,2018X005,2018-01-01,Schiermonnikoog-2018X005,"0,82"
Schiermonnikoog,0.272,0.662,1.1,0.0,0.009000000000000001,2019X005,2019-01-01,Schiermonnikoog-2019X005,"0,711"
Schiermonnikoog,0.26,0.38,1.1,0.0,-0.021,2020X005,2020-01-01,Schiermonnikoog-2020X005,"0,42"
Simpelveld,0.45,0.25,1.04,0.0,0.0,2018X005,2018-01-01,Simpelveld-2018X005,"0,32"
Simpelveld,0.48,0.21,1.13,0.0,0.03,2019X005,2019-01-01,Simpelveld-2019X005,"0,26"
Simpelveld,0.35,0.19,1.19,0.0,0.0,2020X005,2020-01-01,Simpelveld-2020X005,"0,25"
Simpelveld,0.32,0.31,1.12,0.0,0.0,2021X005,2021-01-01,Simpelveld-2021X005,"0,38"
Simpelveld,0.324,0.289,1.09,0.0,0.04,2022X005,2022-01-01,Simpelveld-2022X005,"0,349"
Simpelveld,0.312,0.26899999999999996,1.05,0.0,0.01,2023X005,2023-01-01,Simpelveld-2023X005,"0,321"
Sluis,0.365,0.36700000000000005,0.94,0.0,0.06,2022X005,2022-01-01,Sluis-2022X005,"0,381"
Smallingerland,0.29,0.57,1.05,0.0,0.02,2020X005,2020-01-01,Smallingerland-2020X005,"0,6"
Smallingerland,0.32,0.53,1.03,0.0,0.02,2021X005,2021-01-01,Smallingerland-2021X005,"0,55"
Smallingerland,0.31,0.59,1.01,0.0,0.03,2023X005,2023-01-01,Smallingerland-2023X005,"0,6"
Stadskanaal,0.39299999999999996,0.249,0.89,0.0,0.048,2022X005,2022-01-01,Stadskanaal-2022X005,"0,281"
Staphorst,0.85,-0.51,0.93,0.0,0.08,2021X005,2021-01-01,Staphorst-2021X005,"-0,47"
Stede Broec,0.21,0.35,1.24,0.0,0.01,2020X005,2020-01-01,Stede Broec-2020X005,"0,67"
Stede Broec,0.254,0.256,1.13,0.0,0.0,2022X005,2022-01-01,Stede Broec-2022X005,"0,487"
Stein,0.27,0.98,1.03,0.0,0.023,2020X005,2020-01-01,Stein-2020X005,"1,03"
Texel,0.27,0.37,0.9,0.0,0.01,2018X005,2018-01-01,Texel-2018X005,"0,46"
Tiel,0.2,0.72,1.08,0.0,0.009000000000000001,2020X005,2020-01-01,Tiel-2020X005,"0,77"
Tiel,0.259,0.62,1.13,0.0,0.046,2022X005,2022-01-01,Tiel-2022X005,"0,64"
Tiel,0.29,0.6,1.08,0.0,0.055,2023X005,2023-01-01,Tiel-2023X005,"0,61"
Tubbergen,0.674,-0.019,0.9,0.0,0.008,2021X005,2021-01-01,Tubbergen-2021X005,"-0,051"
Uitgeest,0.34,0.257,1.07,0.0,-0.031,2019X005,2019-01-01,Uitgeest-2019X005,"0,292"
Uithoorn,0.49,0.38,1.18,0.0,0.06,2022X005,2022-01-01,Uithoorn-2022X005,"0,32"
Uithoorn,0.44,0.4,1.05,0.0,0.02,2023X005,2023-01-01,Uithoorn-2023X005,"0,38"
Valkenburg aan de Geul,0.568,-0.161,1.0290000000000001,0.0,0.071,2018X005,2018-01-01,Valkenburg aan de Geul-2018X005,"-0,145"
Valkenburg aan de Geul,0.59,-0.18100000000000002,0.977,0.0,0.094,2019X005,2019-01-01,Valkenburg aan de Geul-2019X005,"-0,18"
Valkenburg aan de Geul,0.626,-0.139,0.9990000000000001,0.0,0.038,2020X005,2020-01-01,Valkenburg aan de Geul-2020X005,"-0,122"
Valkenburg aan de Geul,0.597,-0.153,0.9840000000000001,0.0,0.016,2021X005,2021-01-01,Valkenburg aan de Geul-2021X005,"-0,134"
Valkenburg aan de Geul,0.758,-0.465,0.941,0.0,0.043,2023X005,2023-01-01,Valkenburg aan de Geul-2023X005,"-0,448"
Valkenswaard,0.29,0.46,1.12,0.0,0.03,2021X005,2021-01-01,Valkenswaard-2021X005,"0,46"
Venray,0.3,0.48,0.93,0.0,0.01,2019X005,2019-01-01,Venray-2019X005,"0,61"
Venray,0.42,0.34,0.9,0.0,0.08,2023X005,2023-01-01,Venray-2023X005,"0,43"
Vijfheerenlanden,0.273,0.745,1.238,0.0,0.069,2022X005,2022-01-01,Vijfheerenlanden-2022X005,"0,789"
Vlieland,0.41,0.26,0.9,0.0,0.19,2018X005,2018-01-01,Vlieland-2018X005,"0,39"
Vlieland,0.44,0.09,0.9,0.0,0.16,2019X005,2019-01-01,Vlieland-2019X005,"0,29"
Vlieland,0.22,0.55,0.89,0.0,0.06,2020X005,2020-01-01,Vlieland-2020X005,"0,73"
Vlieland,0.19,1.71,0.92,0.0,0.08,2021X005,2021-01-01,Vlieland-2021X005,"2,47"
Vlieland,0.13,1.68,0.87,0.0,0.09,2022X005,2022-01-01,Vlieland-2022X005,"2,35"
Vlieland,0.151,1.4,0.88,0.0,0.1,2023X005,2023-01-01,Vlieland-2023X005,2
Voerendaal,0.358,0.647,1.084,0.0,-0.018000000000000002,2018X005,2018-01-01,Voerendaal-2018X005,"1,135"
